ticker,Year,Percentage of Recurrence,Trapping Time,Laminarity,Recurrence Rate,Divergence,Max Vertical Length,Entropy of Vertical Structures,Mean Recurrence Time,Recurrence Time Entropy,Num Most Probable Recurrence Time
BTC-USD,2014,3431.107448,106,0.009433962,0.003053945,0.009433962,9925.938599,37.03207617,34.31107448,37.03207617,0
BTC-USD,2015,5839.122796,365,0.002739726,0.000438294,0.002739726,70396.68634,99.56067614,58.39122796,99.56067614,348
BTC-USD,2016,15616.51441,366,0.00273224,0.001165803,0.00273224,149118.8726,127.6070094,156.1651441,127.6070094,362
BTC-USD,2017,381443.3039,365,0.002739726,0.028631726,0.002739726,5654348.868,-9532.144621,3814.433039,-9532.144621,349
BTC-USD,2018,256302.3101,365,0.002739726,0.019238449,0.002739726,3633465.885,-5261.430666,2563.023101,-5261.430666,5
BTC-USD,2019,300889.2148,365,0.002739726,0.022585211,0.002739726,2051659.585,-6420.773817,3008.892148,-6420.773817,176
BTC-USD,2020,420804.9192,366,0.00273224,0.031413902,0.00273224,6546035.396,-10860.05735,4208.049192,-10860.05735,365
BTC-USD,2021,1124551.77,365,0.002739726,0.084410599,0.002739726,7347412.078,-38850.6992,11245.5177,-38850.6992,311
BTC-USD,2022,1129828.104,365,0.002739726,0.084806649,0.002739726,7113506.316,-39041.4576,11298.28104,-39041.4576,0
BTC-USD,2023,627345.096,365,0.002739726,0.047089496,0.002739726,5587110.959,-18440.23896,6273.45096,-18440.23896,341
BTC-USD,2024,551424.5534,60,0.016666667,1.532160471,0.016666667,973399.3047,-25299.57117,5514.245534,-25299.57117,58
ETH-USD,2017,19215.83162,53,0.018867925,0.068432449,0.018867925,15621.02484,-251.958452,192.1583162,-251.958452,40
ETH-USD,2018,33412.4557,365,0.002739726,0.002507991,0.002739726,333212.9958,13.0002365,334.124557,13.0002365,12
ETH-USD,2019,5536.483536,365,0.002739726,0.000415577,0.002739726,56568.80828,100.8269616,55.36483536,100.8269616,176
ETH-USD,2020,15767.10375,366,0.00273224,0.001177045,0.00273224,162531.8087,123.4487067,157.6710375,123.4487067,364
ETH-USD,2021,117512.4488,365,0.002739726,0.008820667,0.002739726,747515.1072,-1404.573461,1175.124488,-1404.573461,0
ETH-USD,2022,86008.586,365,0.002739726,0.006455938,0.002739726,672392.6904,-764.413304,860.08586,-764.413304,1
ETH-USD,2023,24035.33025,365,0.002739726,0.001804129,0.002739726,216879.7181,82.97726951,240.3533025,82.97726951,0
ETH-USD,2024,33577.46503,60,0.016666667,0.093296652,0.016666667,49864.85449,-599.9255978,335.7746503,-599.9255978,58
USDT-USD,2017,1.206589865,53,0.018867925,4.30E-06,0.018867925,3.596703112,0.099190795,0.012065899,0.099190795,33
USDT-USD,2018,0.792886954,365,0.002739726,5.95E-08,0.002739726,12.45375723,0.08394324,0.00792887,0.08394324,15
USDT-USD,2019,0.586014708,365,0.002739726,4.40E-08,0.002739726,6.992947161,0.06413115,0.005860147,0.06413115,1
USDT-USD,2020,0.319939332,366,0.00273224,2.39E-08,0.00273224,19.13047469,0.036447297,0.003199393,0.036447297,71
USDT-USD,2021,0.070428516,365,0.002739726,5.29E-09,0.002739726,4.014995635,0.009152102,0.000704285,0.009152102,106
USDT-USD,2022,0.057327145,365,0.002739726,4.30E-09,0.002739726,1.477703214,0.007597367,0.000573271,0.007597367,130
USDT-USD,2023,0.062040304,365,0.002739726,4.66E-09,0.002739726,2.711406827,0.00808751,0.000620403,0.00808751,69
USDT-USD,2024,0.058159461,60,0.016666667,1.62E-07,0.016666667,0.076340497,0.006679514,0.000581595,0.006679514,35
BNB-USD,2017,241.4573571,53,0.018867925,0.000859891,0.018867925,351.060948,7.214257779,2.414573571,7.214257779,48
BNB-USD,2018,361.6479223,365,0.002739726,2.71E-05,0.002739726,4229.350963,16.45292247,3.616479223,16.45292247,5
BNB-USD,2019,949.3787738,365,0.002739726,7.13E-05,0.002739726,6833.872775,34.26291841,9.493787738,34.26291841,171
BNB-USD,2020,706.6483692,366,0.00273224,5.28E-05,0.00273224,6442.484522,27.64914458,7.066483692,27.64914458,363
BNB-USD,2021,19064.24532,365,0.002739726,0.001430992,0.002739726,124245.9882,114.8508317,190.6424532,114.8508317,0
BNB-USD,2022,7981.805629,365,0.002739726,0.000599127,0.002739726,75561.26636,117.762939,79.81805629,117.762939,1
BNB-USD,2023,4753.262962,365,0.002739726,0.000356787,0.002739726,29794.74551,96.11176523,47.53262962,96.11176523,105
BNB-USD,2024,3259.821691,60,0.016666667,0.009057576,0.016666667,5375.054779,16.76818988,32.59821691,16.76818988,58
SOL-USD,2020,112.1743123,266,0.003759398,1.59E-05,0.003759398,820.5282642,6.089623489,1.121743123,6.089623489,143
SOL-USD,2021,8229.910264,365,0.002739726,0.00061775,0.002739726,65269.74521,118.5159363,82.29910264,118.5159363,309
SOL-USD,2022,4225.248322,365,0.002739726,0.000317154,0.002739726,44019.18558,88.65797881,42.25248322,88.65797881,0
SOL-USD,2023,1612.50588,365,0.002739726,0.000121037,0.002739726,33517.79683,46.36770452,16.1250588,46.36770452,358
SOL-USD,2024,957.5251016,60,0.016666667,0.002660531,0.016666667,1473.110199,17.06523164,9.575251016,17.06523164,59
XRP-USD,2017,50.99661925,53,0.018867925,0.000181612,0.018867925,91.4442725,2.295166324,0.509966193,2.295166324,52
XRP-USD,2018,40.40727131,365,0.002739726,3.03E-06,0.002739726,989.7107519,2.672615473,0.404072713,2.672615473,6
XRP-USD,2019,6.609216458,365,0.002739726,4.96E-07,0.002739726,60.24794325,0.56442993,0.066092165,0.56442993,172
XRP-USD,2020,9.278118191,366,0.00273224,6.93E-07,0.00273224,158.7356896,0.750196783,0.092781182,0.750196783,328
XRP-USD,2021,39.69644292,365,0.002739726,2.98E-06,0.002739726,354.4977234,2.692419427,0.396964429,2.692419427,103
XRP-USD,2022,19.72222371,365,0.002739726,1.48E-06,0.002739726,133.294617,1.476382604,0.197222237,1.476382604,38
XRP-USD,2023,11.33823837,365,0.002739726,8.51E-07,0.002739726,112.391739,0.909660199,0.113382384,0.909660199,199
XRP-USD,2024,3.426572194,60,0.016666667,9.52E-06,0.016666667,4.865479648,0.254434072,0.034265722,0.254434072,0
USDC-USD,2018,0.830035642,85,0.011764706,1.15E-06,0.011764706,2.106993258,0.075981928,0.008300356,0.075981928,49
USDC-USD,2019,0.646420927,365,0.002739726,4.85E-08,0.002739726,9.167278945,0.070367228,0.006464209,0.070367228,16
USDC-USD,2020,0.55823649,366,0.00273224,4.17E-08,0.00273224,15.35538685,0.060371748,0.005582365,0.060371748,29
USDC-USD,2021,0.056926569,365,0.002739726,4.27E-09,0.002739726,3.768883228,0.007479004,0.000569266,0.007479004,106
USDC-USD,2022,0.027822814,365,0.002739726,2.09E-09,0.002739726,0.359970689,0.003890101,0.000278228,0.003890101,37
USDC-USD,2023,0.039090433,365,0.002739726,2.93E-09,0.002739726,10.3690567,0.005033071,0.000390904,0.005033071,69
USDC-USD,2024,0.014614423,60,0.016666667,4.06E-08,0.016666667,0.026783347,0.001878925,0.000146144,0.001878925,14
ADA-USD,2017,20.71377231,53,0.018867925,7.38E-05,0.018867925,27.48932052,1.135768559,0.207137723,1.135768559,52
ADA-USD,2018,18.80208671,365,0.002739726,1.41E-06,0.002739726,330.1597673,1.396363268,0.188020867,1.396363268,3
ADA-USD,2019,2.008555164,365,0.002739726,1.51E-07,0.002739726,15.41042155,0.195941531,0.020085552,0.195941531,174
ADA-USD,2020,4.735291949,366,0.00273224,3.53E-07,0.00273224,38.56487142,0.4225185,0.047352919,0.4225185,363
ADA-USD,2021,68.4296491,365,0.002739726,5.14E-06,0.002739726,535.9826749,4.252760679,0.684296491,4.252760679,245
ADA-USD,2022,33.56454584,365,0.002739726,2.52E-06,0.002739726,347.4081326,2.328601264,0.335645458,2.328601264,16
ADA-USD,2023,8.915395155,365,0.002739726,6.69E-07,0.002739726,116.125819,0.732767784,0.089153952,0.732767784,346
ADA-USD,2024,5.584312383,60,0.016666667,1.55E-05,0.016666667,6.547853589,0.388015198,0.055843124,0.388015198,59
AVAX-USD,2020,55.10871953,103,0.009708738,5.20E-05,0.009708738,153.6127288,2.854385027,0.551087195,2.854385027,2
AVAX-USD,2021,3460.300759,365,0.002739726,0.000259736,0.002739726,33778.5651,79.1356645,34.60300759,79.1356645,325
AVAX-USD,2022,3175.049132,365,0.002739726,0.000238324,0.002739726,26888.50755,76.08335374,31.75049132,76.08335374,0
AVAX-USD,2023,705.212502,365,0.002739726,5.29E-05,0.002739726,11658.91987,26.72581078,7.05212502,26.72581078,358
AVAX-USD,2024,352.7620899,60,0.016666667,0.000980167,0.016666667,421.3768063,9.854447122,3.527620899,9.854447122,21
DOGE-USD,2017,0.287246845,53,0.018867925,1.02E-06,0.018867925,0.300024987,0.028034655,0.002872468,0.028034655,47
DOGE-USD,2018,0.220030586,365,0.002739726,1.65E-08,0.002739726,4.649213901,0.026195603,0.002200306,0.026195603,6
DOGE-USD,2019,0.050822638,365,0.002739726,3.81E-09,0.002739726,0.476031038,0.00683532,0.000508226,0.00683532,185
DOGE-USD,2020,0.065237984,366,0.00273224,4.87E-09,0.00273224,0.747938963,0.008581069,0.00065238,0.008581069,355
DOGE-USD,2021,13.85468021,365,0.002739726,1.04E-06,0.002739726,175.2196747,1.082547529,0.138546802,1.082547529,126
DOGE-USD,2022,3.909751926,365,0.002739726,2.93E-07,0.002739726,31.8138318,0.356264187,0.039097519,0.356264187,14
DOGE-USD,2023,1.185890761,365,0.002739726,8.90E-08,0.002739726,9.79439719,0.122085697,0.011858908,0.122085697,343
DOGE-USD,2024,0.615088949,60,0.016666667,1.71E-06,0.016666667,2.016914792,0.055213218,0.006150889,0.055213218,59
LINK-USD,2017,14.77908219,53,0.018867925,5.26E-05,0.018867925,16.49667853,0.860985558,0.147790822,0.860985558,52
LINK-USD,2018,20.00912112,365,0.002739726,1.50E-06,0.002739726,353.2106699,1.480084103,0.200091211,1.480084103,7
LINK-USD,2019,105.7139386,365,0.002739726,7.94E-06,0.002739726,790.8658453,6.158007076,1.057139386,6.158007076,179
LINK-USD,2020,505.8008857,366,0.00273224,3.78E-05,0.00273224,4271.429824,21.52296758,5.058008857,21.52296758,227
LINK-USD,2021,769.9132345,365,0.002739726,5.78E-05,0.002739726,9328.067055,29.14130188,7.699132345,29.14130188,128
LINK-USD,2022,510.1312219,365,0.002739726,3.83E-05,0.002739726,6405.140738,21.28258324,5.101312219,21.28258324,9
LINK-USD,2023,286.9145861,365,0.002739726,2.15E-05,0.002739726,3174.605164,13.46829155,2.869145861,13.46829155,341
LINK-USD,2024,260.7481352,60,0.016666667,0.000724502,0.016666667,223.3439646,8.144360967,2.607481352,8.144360967,42
TRX-USD,2017,1.764859794,53,0.018867925,6.29E-06,0.018867925,1.946290066,0.140082132,0.017648598,0.140082132,44
TRX-USD,2018,2.675588709,365,0.002739726,2.01E-07,0.002739726,65.4371423,0.251291755,0.026755887,0.251291755,4
TRX-USD,2019,0.709661828,365,0.002739726,5.33E-08,0.002739726,5.847978151,0.076690875,0.007096618,0.076690875,175
TRX-USD,2020,0.727306736,366,0.00273224,5.43E-08,0.00273224,7.493293583,0.07850578,0.007273067,0.07850578,246
TRX-USD,2021,3.3231541,365,0.002739726,2.49E-07,0.002739726,30.78953851,0.307602466,0.033231541,0.307602466,104
TRX-USD,2022,0.811597752,365,0.002739726,6.09E-08,0.002739726,8.485756814,0.08633628,0.008115978,0.08633628,127
TRX-USD,2023,1.579994313,365,0.002739726,1.19E-07,0.002739726,11.16026951,0.15794984,0.015799943,0.15794984,328
TRX-USD,2024,1.405559696,60,0.016666667,3.91E-06,0.016666667,1.429883949,0.117040903,0.014055597,0.117040903,57
DOT-USD,2020,83.45411396,134,0.007462687,4.65E-05,0.007462687,600.9561074,4.152814113,0.83454114,4.152814113,133
DOT-USD,2021,1199.415872,365,0.002739726,9.00E-05,0.002739726,9057.981628,40.53238907,11.99415872,40.53238907,307
DOT-USD,2022,700.3360918,365,0.002739726,5.26E-05,0.002739726,6771.102829,27.30673388,7.003360918,27.30673388,2
DOT-USD,2023,116.3390847,365,0.002739726,8.73E-06,0.002739726,1377.513827,6.618005764,1.163390847,6.618005764,358
DOT-USD,2024,63.94491567,60,0.016666667,0.000177674,0.016666667,75.80339718,2.879721497,0.639449157,2.879721497,0
MATIC-USD,2019,0.635602634,248,0.004032258,1.03E-07,0.004032258,6.411153941,0.066466672,0.006356026,0.066466672,224
MATIC-USD,2020,0.443200063,366,0.00273224,3.31E-08,0.00273224,4.210584309,0.049869585,0.004432001,0.049869585,228
MATIC-USD,2021,80.07707235,365,0.002739726,6.01E-06,0.002739726,657.7127811,4.875881109,0.800770724,4.875881109,359
MATIC-USD,2022,49.80303968,365,0.002739726,3.74E-06,0.002739726,547.4571302,3.249712621,0.498030397,3.249712621,0
MATIC-USD,2023,26.88337948,365,0.002739726,2.02E-06,0.002739726,248.9636597,1.929272554,0.268833795,1.929272554,47
MATIC-USD,2024,10.01083512,60,0.016666667,2.78E-05,0.016666667,11.60687065,0.636231828,0.100108351,0.636231828,56
TONCOIN-USD,2021,135.44852,128,0.0078125,8.27E-05,0.0078125,343.9128783,6.101394451,1.3544852,6.101394451,78
TONCOIN-USD,2022,72.99434428,282,0.003546099,9.18E-06,0.003546099,578.5041826,4.30002726,0.729943443,4.30002726,0
WBTC-USD,2019,283305.8962,336,0.00297619,0.025094636,0.00297619,1617524.772,-6135.76441,2833.058962,-6135.76441,147
WBTC-USD,2020,419904.7364,366,0.00273224,0.031346701,0.00273224,6530715.872,-10825.62278,4199.047364,-10825.62278,365
WBTC-USD,2021,1120753.908,365,0.002739726,0.084125526,0.002739726,7356512.482,-38686.61446,11207.53908,-38686.61446,311
WBTC-USD,2022,1130949.99,365,0.002739726,0.08489086,0.002739726,7079414.321,-39091.10953,11309.4999,-39091.10953,0
WBTC-USD,2023,626969.9501,365,0.002739726,0.047061337,0.002739726,5596085.09,-18424.45253,6269.699501,-18424.45253,341
WBTC-USD,2024,552167.8778,60,0.016666667,1.534225834,0.016666667,965892.7852,-25340.07535,5521.678778,-25340.07535,58
ICP-USD,2021,3938.631919,236,0.004237288,0.000707179,0.004237288,86514.14148,59.49550632,39.38631919,59.49550632,0
ICP-USD,2022,793.599271,365,0.002739726,5.96E-05,0.002739726,9146.117321,29.75977396,7.93599271,29.75977396,8
ICP-USD,2023,148.9277503,365,0.002739726,1.12E-05,0.002739726,3109.759319,8.020563227,1.489277503,8.020563227,364
ICP-USD,2024,98.42827246,60,0.016666667,0.000273488,0.016666667,128.5208302,3.982761588,0.984282725,3.982761588,21
SHIB-USD,2020,0,0,0,0,0,0,,0,,0
SHIB-USD,2021,0.001712263,355,0.002816901,1.36E-10,0.002816901,0.023487999,0.000286455,1.71E-05,0.000286455,289
SHIB-USD,2022,0.000782979,365,0.002739726,5.88E-11,0.002739726,0.006615,0.000137851,7.83E-06,0.000137851,0
SHIB-USD,2023,0.000201644,365,0.002739726,1.51E-11,0.002739726,0.002094,3.82E-05,2.02E-06,3.82E-05,34
SHIB-USD,2024,7.41E-05,60,0.016666667,2.06E-10,0.016666667,0.000198,1.34E-05,7.41E-07,1.34E-05,59
DAI-USD,2019,0.445041642,40,0.025,2.78E-06,0.025,0.48281157,0.040107538,0.004450416,0.040107538,1
DAI-USD,2020,1.185522564,366,0.00273224,8.85E-08,0.00273224,31.28669637,0.121223729,0.011855226,0.121223729,72
DAI-USD,2021,0.162357749,365,0.002739726,1.22E-08,0.002739726,4.81788069,0.019718365,0.001623577,0.019718365,313
DAI-USD,2022,0.054886586,365,0.002739726,4.12E-09,0.002739726,0.859281123,0.007316139,0.000548866,0.007316139,313
DAI-USD,2023,0.064579809,365,0.002739726,4.85E-09,0.002739726,9.429009199,0.008284935,0.000645798,0.008284935,69
DAI-USD,2024,0.020514819,60,0.016666667,5.70E-08,0.016666667,0.0337286,0.002569022,0.000205148,0.002569022,0
LTC-USD,2014,52.95151202,106,0.009433962,4.71E-05,0.009433962,143.8608272,2.761083151,0.52951512,2.761083151,0
LTC-USD,2015,116.0246603,365,0.002739726,8.71E-06,0.002739726,1767.464654,6.627723509,1.160246603,6.627723509,189
LTC-USD,2016,52.13038371,366,0.00273224,3.89E-06,0.00273224,685.1863668,3.372502502,0.521303837,3.372502502,167
LTC-USD,2017,5398.713767,365,0.002739726,0.000405236,0.002739726,112530.9336,91.38593987,53.98713767,91.38593987,351
LTC-USD,2018,6895.96937,365,0.002739726,0.000517622,0.002739726,69597.41687,111.7835498,68.9596937,111.7835498,5
LTC-USD,2019,3059.192586,365,0.002739726,0.000229628,0.002739726,26366.11344,74.12688271,30.59192586,74.12688271,172
LTC-USD,2020,1795.883722,366,0.00273224,0.000134066,0.00273224,27013.30435,51.96577022,17.95883722,51.96577022,362
LTC-USD,2021,5044.329076,365,0.002739726,0.000378635,0.002739726,73208.00107,95.0049984,50.44329076,95.0049984,128
LTC-USD,2022,3158.245862,365,0.002739726,0.000237063,0.002739726,26125.63037,75.86517068,31.58245862,75.86517068,16
LTC-USD,2023,1381.263895,365,0.002739726,0.00010368,0.002739726,11706.08101,44.89806558,13.81263895,44.89806558,182
LTC-USD,2024,296.9528156,60,0.016666667,0.000825098,0.016666667,628.0594482,8.709882677,2.969528156,8.709882677,59
BCH-USD,2017,74900.51622,53,0.018867925,0.26673973,0.018867925,112043.3347,-2044.720004,749.0051622,-2044.720004,41
BCH-USD,2018,58517.74048,365,0.002739726,0.004392432,0.002739726,740897.0347,-325.426695,585.1774048,-325.426695,9
BCH-USD,2019,10878.4611,365,0.002739726,0.000816554,0.002739726,81830.89452,127.6028009,108.784611,127.6028009,176
BCH-USD,2020,5839.930411,366,0.00273224,0.000435962,0.00273224,80867.52724,101.1937914,58.39930411,101.1937914,44
BCH-USD,2021,17673.68872,365,0.002739726,0.001326614,0.002739726,341702.6639,101.4255695,176.7368872,101.4255695,130
BCH-USD,2022,10947.05165,365,0.002739726,0.000821703,0.002739726,91377.60683,127.4786097,109.4705165,127.4786097,1
BCH-USD,2023,6425.131348,365,0.002739726,0.00048228,0.002739726,45865.67231,110.8700182,64.25131348,110.8700182,180
BCH-USD,2024,1966.940282,60,0.016666667,0.005465241,0.016666667,2730.763733,21.07403934,19.66940282,21.07403934,59
LEO-USD,2019,33.40138311,225,0.004444444,6.60E-06,0.004444444,174.1190518,2.152400479,0.334013831,2.152400479,22
LEO-USD,2020,16.80131661,366,0.00273224,1.25E-06,0.00273224,118.8568349,1.285833436,0.168013166,1.285833436,0
LEO-USD,2021,77.79158755,365,0.002739726,5.84E-06,0.002739726,474.3686359,4.752473693,0.777915875,4.752473693,131
LEO-USD,2022,94.22484012,365,0.002739726,7.07E-06,0.002739726,948.3053682,5.59151148,0.942248401,5.59151148,38
LEO-USD,2023,27.57540105,365,0.002739726,2.07E-06,0.002739726,169.729919,1.977334901,0.27575401,1.977334901,315
LEO-USD,2024,11.95189312,60,0.016666667,3.32E-05,0.016666667,40.53874493,0.725239295,0.119518931,0.725239295,59
UNI-USD,2019,0.409424767,72,0.013888889,7.90E-07,0.013888889,0.908812064,0.039761085,0.004094248,0.039761085,3
UNI-USD,2020,0.086974087,366,0.00273224,6.49E-09,0.00273224,1.257858011,0.011056965,0.000869741,0.011056965,19
UNI-USD,2021,0.043432032,365,0.002739726,3.26E-09,0.002739726,0.892065964,0.005873017,0.00043432,0.005873017,154
UNI-USD,2022,0.772560137,365,0.002739726,5.80E-08,0.002739726,216.8719672,0.070205418,0.007725601,0.070205418,293
UNI-USD,2023,0.024596729,365,0.002739726,1.85E-09,0.002739726,0.397799986,0.003448925,0.000245967,0.003448925,334
UNI-USD,2024,0.003173889,60,0.016666667,8.82E-09,0.016666667,0.012486,0.000454199,3.17E-05,0.000454199,58
ETC-USD,2017,830.706009,53,0.018867925,0.002958355,0.018867925,911.6677437,15.0307249,8.30706009,15.0307249,41
ETC-USD,2018,945.1629201,365,0.002739726,7.09E-05,0.002739726,9642.588832,33.76374983,9.451629201,33.76374983,13
ETC-USD,2019,158.2073825,365,0.002739726,1.19E-05,0.002739726,1443.412613,8.524877174,1.582073825,8.524877174,152
ETC-USD,2020,164.6141424,366,0.00273224,1.23E-05,0.00273224,2141.255729,8.691621303,1.646141424,8.691621303,35
ETC-USD,2021,2615.297282,365,0.002739726,0.000196308,0.002739726,33553.24176,67.50117112,26.15297282,67.50117112,125
ETC-USD,2022,949.598474,365,0.002739726,7.13E-05,0.002739726,8192.790183,34.20584144,9.49598474,34.20584144,88
ETC-USD,2023,266.3265537,365,0.002739726,2.00E-05,0.002739726,1841.232124,13.01778533,2.663265537,13.01778533,34
ETC-USD,2024,271.3506598,60,0.016666667,0.000753961,0.016666667,351.5451298,8.223166155,2.713506598,8.223166155,6
ATOM-USD,2019,127.2606298,293,0.003412969,1.48E-05,0.003412969,1030.304859,6.834636625,1.272606298,6.834636625,1
ATOM-USD,2020,152.0932261,366,0.00273224,1.14E-05,0.00273224,1609.638338,8.275907038,1.520932261,8.275907038,235
ATOM-USD,2021,1057.003697,365,0.002739726,7.93E-05,0.002739726,8551.276244,37.02429343,10.57003697,37.02429343,261
ATOM-USD,2022,999.9831875,365,0.002739726,7.51E-05,0.002739726,9663.603381,35.35993664,9.999831875,35.35993664,15
ATOM-USD,2023,245.0007567,365,0.002739726,1.84E-05,0.002739726,1885.890516,12.16442738,2.450007567,12.16442738,38
ATOM-USD,2024,67.95740461,60,0.016666667,0.000188823,0.016666667,86.61769009,3.008113012,0.679574046,3.008113012,58
APT-USD,2021,7.720911577,42,0.023809524,4.38E-05,0.023809524,7.126130469,0.48169243,0.077209116,0.48169243,0
APT-USD,2022,1.951161322,365,0.002739726,1.46E-07,0.002739726,31.91727053,0.189078735,0.019511613,0.189078735,9
APT-USD,2023,0.069712066,365,0.002739726,5.23E-09,0.002739726,1.650095944,0.009123985,0.000697121,0.009123985,358
APT-USD,2024,0.045850999,60,0.016666667,1.27E-07,0.016666667,0.150399996,0.005349581,0.00045851,0.005349581,1
XLM-USD,2017,10.5612884,53,0.018867925,3.76E-05,0.018867925,12.0217145,0.653327195,0.105612884,0.653327195,52
XLM-USD,2018,12.7196355,365,0.002739726,9.55E-07,0.002739726,223.5202217,0.998810032,0.127196355,0.998810032,2
XLM-USD,2019,2.922814731,365,0.002739726,2.19E-07,0.002739726,19.59592803,0.274906627,0.029228147,0.274906627,138
XLM-USD,2020,3.479219716,366,0.00273224,2.60E-07,0.00273224,45.39674564,0.317741409,0.034792197,0.317741409,331
XLM-USD,2021,11.01778641,365,0.002739726,8.27E-07,0.002739726,133.7026752,0.883610823,0.110177864,0.883610823,130
XLM-USD,2022,5.73924478,365,0.002739726,4.31E-07,0.002739726,53.6793538,0.499516681,0.057392448,0.499516681,1
XLM-USD,2023,2.232288693,365,0.002739726,1.68E-07,0.002739726,20.63339198,0.21566187,0.022322887,0.21566187,200
XLM-USD,2024,0.518482706,60,0.016666667,1.44E-06,0.016666667,0.96159327,0.048164352,0.005184827,0.048164352,0
XMR-USD,2017,11699.75079,53,0.018867925,0.041665779,0.018867925,11765.43697,-94.92247139,116.9975079,-94.92247139,41
XMR-USD,2018,10066.56889,365,0.002739726,0.000755612,0.002739726,106319.9134,122.8464455,100.6656889,122.8464455,6
XMR-USD,2019,1950.876989,365,0.002739726,0.000146436,0.002739726,18587.58112,56.39114953,19.50876989,56.39114953,174
XMR-USD,2020,3323.461402,366,0.00273224,0.000248103,0.00273224,30376.55095,77.78587213,33.23461402,77.78587213,360
XMR-USD,2021,6858.773932,365,0.002739726,0.00051483,0.002739726,86073.59818,108.1533429,68.58773932,108.1533429,128
XMR-USD,2022,3633.193511,365,0.002739726,0.000272713,0.002739726,41744.13715,81.08327148,36.33193511,81.08327148,110
XMR-USD,2023,1200.416382,365,0.002739726,9.01E-05,0.002739726,10443.27895,40.50606654,12.00416382,40.50606654,28
XMR-USD,2024,1974.565967,60,0.016666667,0.005486429,0.016666667,2370.690407,21.49374704,19.74565967,21.49374704,36
IMX-USD,2021,24.7270277,243,0.004115226,4.19E-06,0.004115226,1240.122813,1.618756177,0.247270277,1.618756177,198
IMX-USD,2022,6.482695057,204,0.004901961,1.56E-06,0.004901961,41.623928,0.519631769,0.064826951,0.519631769,60
TIA-USD,2022,1.660127279,307,0.003257329,1.76E-07,0.003257329,86.45064297,0.155108278,0.016601273,0.155108278,0
TIA-USD,2023,0.238210649,365,0.002739726,1.79E-08,0.002739726,8.46086166,0.028135901,0.002382106,0.028135901,342
TIA-USD,2024,0.334164946,60,0.016666667,9.28E-07,0.016666667,0.272224998,0.032698363,0.003341649,0.032698363,0
OKB-USD,2019,66.62333621,246,0.004065041,1.10E-05,0.004065041,380.5856283,3.917494328,0.666233362,3.917494328,101
OKB-USD,2020,106.3187335,366,0.00273224,7.94E-06,0.00273224,992.2367995,6.125254164,1.063187335,6.125254164,365
OKB-USD,2021,846.1965253,365,0.002739726,6.35E-05,0.002739726,8857.418321,31.41155303,8.461965253,31.41155303,121
OKB-USD,2022,456.3581931,365,0.002739726,3.43E-05,0.002739726,4128.459419,19.79836747,4.563581931,19.79836747,1
OKB-USD,2023,725.9055902,365,0.002739726,5.45E-05,0.002739726,6867.293339,27.71909906,7.259055902,27.71909906,8
OKB-USD,2024,265.9413637,60,0.016666667,0.000738931,0.016666667,283.4131432,8.214589847,2.659413637,8.214589847,22
NEAR-USD,2020,21.14732285,79,0.012658228,3.39E-05,0.012658228,36.19524539,1.244078291,0.211473228,1.244078291,78
NEAR-USD,2021,355.0131484,365,0.002739726,2.66E-05,0.002739726,3885.92373,16.2764124,3.550131484,16.2764124,359
NEAR-USD,2022,533.8184915,365,0.002739726,4.01E-05,0.002739726,4842.615689,22.26903504,5.338184915,22.26903504,13
NEAR-USD,2023,61.60937049,365,0.002739726,4.62E-06,0.002739726,936.484001,3.886982402,0.616093705,3.886982402,359
NEAR-USD,2024,43.47083022,60,0.016666667,0.000120786,0.016666667,50.76175666,2.125555303,0.434708302,2.125555303,56
INJ-USD,2020,127.5968334,72,0.013888889,0.000246183,0.013888889,211.83324,5.044726339,1.275968334,5.044726339,67
INJ-USD,2021,379.190753,365,0.002739726,2.85E-05,0.002739726,4153.261361,17.09549431,3.79190753,17.09549431,118
INJ-USD,2022,204.1909743,365,0.002739726,1.53E-05,0.002739726,2020.807128,10.46352148,2.041909743,10.46352148,1
INJ-USD,2023,681.3690466,365,0.002739726,5.11E-05,0.002739726,12481.22024,25.7686986,6.813690466,25.7686986,358
INJ-USD,2024,319.8379512,60,0.016666667,0.000888686,0.016666667,447.056881,9.226692912,3.198379512,9.226692912,58
OP-USD,2022,40.88351071,293,0.003412969,4.76E-06,0.003412969,312.7943405,2.642641319,0.408835107,2.642641319,235
OP-USD,2023,63.45539858,365,0.002739726,4.76E-06,0.002739726,775.2069848,3.992456585,0.634553986,3.992456585,360
OP-USD,2024,39.60752712,60,0.016666667,0.000110051,0.016666667,38.16423225,1.97894528,0.396075271,1.97894528,22
FIL-USD,2017,474.206637,19,0.052631579,0.013172407,0.052631579,167.0233021,6.274272874,4.74206637,6.274272874,1
FIL-USD,2018,724.6542283,365,0.002739726,5.44E-05,0.002739726,6642.339379,27.87038436,7.246542283,27.87038436,11
FIL-USD,2019,126.0145181,365,0.002739726,9.46E-06,0.002739726,1842.801546,7.07828562,1.260145181,7.07828562,176
FIL-USD,2020,1132.275803,366,0.00273224,8.45E-05,0.00273224,16241.24929,38.97980215,11.32275803,38.97980215,288
FIL-USD,2021,4062.955962,365,0.002739726,0.000304972,0.002739726,44414.94055,84.94164787,40.62955962,84.94164787,89
FIL-USD,2022,848.6399264,365,0.002739726,6.37E-05,0.002739726,9043.044159,31.34160602,8.486399264,31.34160602,3
